,,
30,28,1721
1125,1291,1835
1157,1342,1684
1252,1375,1815
1241,1400,1961
1161,1290,28
1176,1397,1592
1162,1433,1686
1034,1028,1802
1166,1377,1576
1181,1323,1615
1160,1414,1710
1044,1389,1675
980,1128,1738
976,1219,1589
1155,1280,1347
1203,1357,1676
1152,1359,1789
1033,1313,1688
963,1226,1701
934,1294,1620
1120,1255,1452
1211,1374,1630
1178,1325,1693
1084,1312,1648
932,1238,1717
949,1458,1656
1233,1356,1489
1295,1264,1598
1162,30,1642
979,1214,1831
28,1256,1717
1169,1166,1766
1230,1318,1965
1228,1326,29
1192,1369,1522
1225,1144,1649
1106,1155,1833
1228,1384,1587
1220,1272,1613
1224,1334,1689
1155,1343,1803
1089,1232,1657
1007,1255,1314
1135,1308,1657
1237,1237,1709
1259,1274,1661
1171,1296,1767
1085,1285,1678
924,1299,1419
1099,1224,1680
1221,1258,1702
1230,1274,1679
1166,1277,1763
1006,1275,1760
873,1318,1522
1261,1259,1589
1275,1261,1660
1157,1272,1770
986,1251,1720
28,28,1536
1319,1116,1728
1255,1126,1867
1227,1314,1683
1119,1292,29
1299,1224,1666
1258,1189,1836
1304,1342,1712
1267,1328,1297
1161,1280,1574
955,1252,1680
1233,1216,1862
1240,1407,1742
1333,1380,1334
1260,1368,1615
1163,1212,1687
836,1212,1843
1150,1238,1824
1252,1383,1495
1315,1380,1173
1230,1213,1653
1076,1210,1763
829,1270,1836
1270,1280,1882
1279,1334,1636
1182,1219,1304
1039,1224,1663
935,1246,1825
1120,1221,1814
26,28,1859
1234,1131,1648
1180,1379,1816
1120,1280,1782
1239,1217,1691
1289,1096,28
1265,1411,1723
1172,1456,1830
1011,1289,1777
1205,1216,1472
1316,1112,1672
1284,1442,1741
1132,1483,1846
900,1470,1842
1201,1254,1530
1307,1173,1149
1234,1185,1604
1095,1372,1736
867,1412,1872
1208,1475,1895
1281,1256,1620
1154,1166,1209
1034,1261,1605
937,1213,1799
1150,1288,1879
1090,1221,1975
1042,1246,1748
,,
1169.7,1279,1758.7
89.808,30.809,81.598
13,13,13
1158,1232,1638
1182,1262,1672
1060,1138,1538
1196,1196,1715
1226,1292,1690
1333,1127,1594
1125,1135,1426
1338,1215,1774
1391,1267,1727
1186,1189,1748
1398,1181,1571
1327,1243,1829
1208,1234,1885
11,14,12
1167,1190,1689
1185,1300,1601
1049,1366,1728
1225,1032,1647
1290,1213,1654
1119,1353,1572
955,1401,1712
1372,1088,1721
1372,1259,1835
1197,1376,1684
1325,1318,1815
13,1201,1961
1152,1356,13
1211,1283,1688
1178,12,1701
1084,1342,1693
932,1375,1648
1233,1057,1717
1295,1397,1656
1162,1433,1598
979,1028,1642
1358,1414,1831
1394,1389,1717
1227,1128,1766
1085,1359,1965
13,1313,1769
1259,1226,11
1171,12,1767
1221,1326,1679
1230,1369,1763
1166,1144,1760
1006,1155,1660
1261,1334,1770
1275,1343,1720
1157,1232,1536
986,1255,1728
1359,1274,1867
1179,1296,1683
1046,1285,12
14,1299,1763
1333,14,1836
1260,1189,1882
1163,1342,1825
1252,1328,1814
1315,1252,1859
1230,1216,1648
1076,1407,1816
1270,1380,1782
1279,1212,1691
1182,1238,1554
1039,1383,1701
1226,1380,13
1120,1270,1799
1025,1280,1879
12,1334,1975
1316,13,1921
1284,1411,1866
1132,1456,1930
1307,1112,1773
1234,1442,1899
1095,1483,1830
1281,1470,1751
1154,1185,1708
1034,1372,1698
1150,1412,1604
